loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,default_flag
18000.0, 60 months,13.18,411.22,C,C3,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,AZ,29.84,0
27600.0, 60 months,19.99,731.08,E,E4,10+ years,OWN,60000.0,Current,credit_card,FL,25.54,0
1750.0, 36 months,17.57,62.89,D,D4,10+ years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,OH,26.52,0
24000.0, 36 months,12.59,803.93,C,C2,10+ years,MORTGAGE,119000.0,Charged Off,debt_consolidation,VA,14.56,1
21000.0, 60 months,11.22,458.9,B,B5,10+ years,MORTGAGE,115000.0,Charged Off,credit_card,CA,19.88,1
10000.0, 36 months,17.57,359.38,D,D4,3 years,MORTGAGE,35000.0,Fully Paid,credit_card,MI,15.02,0
10000.0, 60 months,12.59,225.44,C,C2,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,NY,23.81,0
24000.0, 60 months,13.18,548.29,C,C3,10+ years,RENT,100800.0,Late (31-120 days),debt_consolidation,PA,29.5,0
26000.0, 60 months,7.89,525.82,A,A5,< 1 year,MORTGAGE,101000.0,Fully Paid,home_improvement,NC,12.59,0
7000.0, 36 months,11.99,232.47,C,C1,4 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,MN,14.28,0
10000.0, 36 months,8.38,315.12,B,B1,1 year,RENT,125000.0,Fully Paid,debt_consolidation,CO,9.46,0
28000.0, 60 months,10.64,603.78,B,B4,6 years,RENT,146000.0,Current,other,PA,19.0,0
12000.0, 60 months,15.41,288.07,D,D1,4 years,RENT,95000.0,Current,major_purchase,CT,5.19,0
2000.0, 36 months,9.76,64.31,B,B3,10+ years,RENT,51000.0,Charged Off,credit_card,PA,24.09,1
7200.0, 36 months,9.76,231.52,B,B3,10+ years,MORTGAGE,45000.0,Charged Off,credit_card,KY,26.91,1
6600.0, 36 months,7.26,204.58,A,A4,10+ years,MORTGAGE,70000.0,Fully Paid,medical,KY,35.42,0
15000.0, 60 months,13.67,346.47,C,C4,10+ years,MORTGAGE,66000.0,Fully Paid,major_purchase,WA,9.35,0
24000.0, 36 months,8.38,756.29,B,B1,< 1 year,MORTGAGE,115000.0,Fully Paid,debt_consolidation,NJ,11.07,0
35000.0, 36 months,11.99,1162.34,C,C1,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,FL,21.77,0
21000.0, 36 months,5.32,632.42,A,A1,,OWN,157465.0,Fully Paid,debt_consolidation,NJ,21.69,0
8000.0, 36 months,12.59,267.98,C,C2,1 year,MORTGAGE,75000.0,Fully Paid,debt_consolidation,MO,9.78,0
12575.0, 36 months,17.86,453.74,D,D5,5 years,MORTGAGE,32000.0,Charged Off,debt_consolidation,NY,20.41,1
20000.0, 36 months,6.24,610.62,A,A2,10+ years,RENT,60000.0,Charged Off,credit_card,NY,16.98,1
25000.0, 60 months,15.41,600.15,D,D1,3 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,AR,22.46,0
35000.0, 60 months,20.99,946.68,E,E5,5 years,RENT,74500.0,Current,debt_consolidation,VA,25.13,0
15000.0, 36 months,5.32,451.73,A,A1,2 years,RENT,57500.0,Fully Paid,debt_consolidation,FL,29.33,0
20000.0, 36 months,15.41,697.33,D,D1,7 years,OWN,130000.0,Fully Paid,other,NJ,11.07,0
18000.0, 60 months,13.18,411.22,C,C3,< 1 year,RENT,48000.0,Current,debt_consolidation,CA,20.53,0
18000.0, 60 months,24.99,528.22,F,F4,1 year,RENT,45000.0,Charged Off,moving,NC,36.22,1
15000.0, 36 months,9.17,478.19,B,B2,10+ years,RENT,118627.0,Fully Paid,credit_card,NJ,17.88,0
5000.0, 36 months,6.89,154.14,A,A3,10+ years,MORTGAGE,96000.0,Fully Paid,home_improvement,CA,13.65,0
21575.0, 36 months,21.99,823.85,F,F1,10+ years,RENT,68545.0,Charged Off,debt_consolidation,FL,24.46,1
8000.0, 36 months,11.99,265.68,C,C1,7 years,RENT,71000.0,Fully Paid,credit_card,GA,18.36,0
2500.0, 36 months,8.38,78.78,B,B1,1 year,MORTGAGE,100000.0,Fully Paid,debt_consolidation,MO,14.36,0
7000.0, 36 months,7.26,216.98,A,A4,< 1 year,RENT,49000.0,Fully Paid,car,MT,28.43,0
3000.0, 36 months,10.64,97.71,B,B4,10+ years,MORTGAGE,100000.0,Charged Off,credit_card,GA,33.11,1
31775.0, 60 months,28.49,998.76,G,G4,< 1 year,RENT,90000.0,Charged Off,debt_consolidation,NY,16.55,1
16500.0, 36 months,7.89,516.22,A,A5,10+ years,RENT,62000.0,Fully Paid,other,MD,17.94,0
15000.0, 36 months,8.38,472.68,B,B1,4 years,MORTGAGE,57000.0,Fully Paid,debt_consolidation,CO,17.26,0
14825.0, 60 months,19.99,392.69,E,E4,10+ years,MORTGAGE,65000.0,Fully Paid,major_purchase,NV,1.27,0
23000.0, 36 months,6.24,702.21,A,A2,1 year,RENT,150000.0,Fully Paid,credit_card,MA,9.98,0
12000.0, 60 months,11.22,262.23,B,B5,10+ years,MORTGAGE,170000.0,Current,home_improvement,CO,19.79,0
20000.0, 36 months,7.89,625.72,A,A5,< 1 year,RENT,95000.0,Fully Paid,debt_consolidation,MN,34.28,0
20000.0, 60 months,11.99,444.79,C,C1,10+ years,RENT,180000.0,Fully Paid,debt_consolidation,CA,4.62,0
4000.0, 36 months,14.48,137.65,C,C5,,RENT,22000.0,Fully Paid,moving,CT,28.81,0
35000.0, 36 months,11.22,1149.51,B,B5,10+ years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,TX,35.38,0
25000.0, 60 months,18.49,641.52,E,E2,8 years,RENT,136684.0,Charged Off,small_business,CA,22.54,1
2000.0, 36 months,8.38,63.03,B,B1,10+ years,MORTGAGE,63400.0,Fully Paid,debt_consolidation,AZ,23.38,0
8500.0, 36 months,8.38,267.86,B,B1,,MORTGAGE,37000.0,Fully Paid,debt_consolidation,MI,17.45,0
15000.0, 60 months,14.48,352.77,C,C5,10+ years,RENT,45000.0,Charged Off,credit_card,KS,17.31,1
25000.0, 60 months,10.64,539.09,B,B4,8 years,OWN,85000.0,Fully Paid,debt_consolidation,WI,21.28,0
6550.0, 36 months,17.86,236.34,D,D5,,OWN,14900.0,Charged Off,debt_consolidation,MD,35.94,1
10700.0, 60 months,18.49,274.57,E,E2,10+ years,MORTGAGE,55000.0,Charged Off,credit_card,TX,29.19,1
7050.0, 36 months,7.26,218.53,A,A4,,RENT,14700.0,Fully Paid,credit_card,MA,22.61,0
35000.0, 60 months,12.59,789.04,C,C2,10+ years,MORTGAGE,70000.0,Current,credit_card,CT,8.66,0
9600.0, 36 months,10.64,312.66,B,B4,6 years,OWN,45000.0,Fully Paid,debt_consolidation,AR,20.67,0
1500.0, 36 months,12.59,50.25,C,C2,,MORTGAGE,52000.0,Charged Off,home_improvement,NY,24.99,1
15000.0, 36 months,5.32,451.73,A,A1,2 years,MORTGAGE,82000.0,Fully Paid,debt_consolidation,KY,21.24,0
10500.0, 60 months,14.48,246.94,C,C5,< 1 year,RENT,100000.0,Charged Off,debt_consolidation,NY,19.37,1
6000.0, 36 months,9.17,191.28,B,B2,2 years,RENT,55000.0,Fully Paid,debt_consolidation,NY,25.27,0
9000.0, 36 months,13.67,306.16,C,C4,5 years,RENT,68500.0,Fully Paid,other,FL,3.66,0
28000.0, 36 months,10.64,911.92,B,B4,5 years,MORTGAGE,95000.0,Charged Off,home_improvement,NY,18.03,1
7500.0, 36 months,6.89,231.21,A,A3,4 years,MORTGAGE,48800.0,Fully Paid,debt_consolidation,NJ,33.05,0
23000.0, 36 months,13.18,776.96,C,C3,1 year,OWN,140000.0,Fully Paid,debt_consolidation,TX,8.87,0
16000.0, 60 months,9.76,338.07,B,B3,5 years,OWN,85000.0,Charged Off,debt_consolidation,IL,18.64,1
10000.0, 60 months,9.76,211.3,B,B3,2 years,MORTGAGE,85000.0,Fully Paid,major_purchase,GA,5.35,0
15000.0, 36 months,11.22,492.65,B,B5,5 years,RENT,100000.0,Fully Paid,debt_consolidation,FL,17.1,0
7200.0, 36 months,10.64,234.5,B,B4,10+ years,MORTGAGE,67660.0,Fully Paid,debt_consolidation,TN,19.1,0
21600.0, 60 months,7.89,436.84,A,A5,3 years,MORTGAGE,52000.0,Charged Off,debt_consolidation,OH,19.66,1
21000.0, 36 months,7.89,657.0,A,A5,7 years,MORTGAGE,113000.0,Fully Paid,debt_consolidation,IL,23.22,0
4600.0, 36 months,18.49,167.44,E,E2,5 years,RENT,30000.0,Charged Off,debt_consolidation,NY,33.92,1
4225.0, 36 months,16.55,149.69,D,D2,1 year,RENT,37000.0,Fully Paid,major_purchase,OH,4.28,0
16000.0, 60 months,13.67,369.57,C,C4,,RENT,45000.0,Current,debt_consolidation,MI,13.71,0
8000.0, 36 months,11.99,265.68,C,C1,4 years,MORTGAGE,105000.0,Fully Paid,car,TX,8.58,0
8000.0, 36 months,8.38,252.1,B,B1,2 years,RENT,41000.0,Charged Off,debt_consolidation,CT,23.57,1
7500.0, 36 months,6.89,231.21,A,A3,10+ years,OWN,129000.0,Fully Paid,major_purchase,PA,22.47,0
7500.0, 36 months,5.32,225.87,A,A1,4 years,MORTGAGE,78000.0,Fully Paid,home_improvement,GA,9.06,0
6000.0, 36 months,12.59,200.99,C,C2,4 years,MORTGAGE,36000.0,Fully Paid,debt_consolidation,PA,19.7,0
15400.0, 60 months,13.67,355.71,C,C4,2 years,OWN,35000.0,Fully Paid,debt_consolidation,IN,17.0,0
14400.0, 36 months,12.59,482.36,C,C2,10+ years,RENT,70000.0,Fully Paid,debt_consolidation,CO,19.13,0
6000.0, 36 months,11.22,197.06,B,B5,5 years,RENT,70000.0,Fully Paid,credit_card,WV,16.37,0
15500.0, 60 months,14.48,364.53,C,C5,10+ years,RENT,66000.0,Charged Off,credit_card,FL,21.6,1
14400.0, 36 months,5.32,433.66,A,A1,10+ years,MORTGAGE,54000.0,Fully Paid,credit_card,NC,7.31,0
12000.0, 36 months,8.38,378.15,B,B1,1 year,MORTGAGE,250000.0,Fully Paid,debt_consolidation,GA,5.33,0
20000.0, 36 months,9.17,637.58,B,B2,10+ years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,WI,8.88,0
29275.0, 60 months,9.76,618.56,B,B3,10+ years,MORTGAGE,61000.0,Fully Paid,debt_consolidation,UT,15.66,0
7000.0, 36 months,11.99,232.47,C,C1,4 years,OWN,60000.0,Charged Off,small_business,NJ,12.58,1
12000.0, 36 months,8.38,378.15,B,B1,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,AL,31.87,0
7200.0, 36 months,9.76,231.52,B,B3,< 1 year,RENT,20000.0,Fully Paid,credit_card,AZ,21.19,0
3200.0, 36 months,7.26,99.19,A,A4,9 years,OWN,50000.0,Fully Paid,debt_consolidation,FL,26.36,0
15175.0, 60 months,16.55,373.48,D,D2,,OWN,33000.0,Fully Paid,debt_consolidation,OK,26.98,0
2600.0, 36 months,20.99,97.95,E,E5,5 years,RENT,76000.0,Fully Paid,moving,TX,7.96,0
13525.0, 36 months,16.99,482.14,D,D3,3 years,RENT,50000.0,Charged Off,credit_card,OH,33.46,1
4000.0, 36 months,14.48,137.65,C,C5,< 1 year,RENT,12000.0,Fully Paid,credit_card,GA,22.85,0
4000.0, 36 months,11.22,131.38,B,B5,10+ years,MORTGAGE,70000.0,Charged Off,credit_card,MO,4.47,1
35000.0, 36 months,16.55,1240.03,D,D2,< 1 year,MORTGAGE,180000.0,Fully Paid,debt_consolidation,CO,26.37,0
11600.0, 60 months,7.26,231.12,A,A4,10+ years,MORTGAGE,63000.0,Current,debt_consolidation,VA,20.87,0
15000.0, 36 months,6.89,462.41,A,A3,3 years,RENT,79000.0,Fully Paid,credit_card,FL,23.75,0
35000.0, 60 months,12.59,789.04,C,C2,8 years,RENT,500000.0,Fully Paid,debt_consolidation,CA,9.88,0
12000.0, 36 months,10.64,390.83,B,B4,5 years,MORTGAGE,200000.0,Charged Off,credit_card,PA,10.85,1
8500.0, 36 months,6.24,259.52,A,A2,10+ years,MORTGAGE,60000.0,Fully Paid,home_improvement,NC,22.62,0
19800.0, 36 months,18.49,720.7,E,E2,8 years,RENT,55000.0,Fully Paid,debt_consolidation,MO,14.81,0
30000.0, 36 months,11.99,996.29,C,C1,,MORTGAGE,86088.0,Fully Paid,debt_consolidation,TX,35.8,0
18000.0, 36 months,14.48,619.41,C,C5,3 years,MORTGAGE,55000.0,Charged Off,small_business,MO,20.42,1
12000.0, 36 months,7.89,375.43,A,A5,,MORTGAGE,95000.0,Fully Paid,other,CA,8.5,0
10000.0, 36 months,5.32,301.15,A,A1,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,CA,19.44,0
2000.0, 36 months,11.22,65.69,B,B5,10+ years,MORTGAGE,95000.0,Charged Off,other,NJ,13.93,1
5000.0, 36 months,9.76,160.78,B,B3,,RENT,30000.0,Fully Paid,debt_consolidation,MO,11.72,0
12000.0, 60 months,14.48,282.22,C,C5,10+ years,RENT,24000.0,Current,credit_card,NY,24.55,0
12000.0, 60 months,13.18,274.15,C,C3,< 1 year,MORTGAGE,90000.0,Fully Paid,home_improvement,NV,37.04,0
15000.0, 36 months,7.26,464.95,A,A4,4 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,MO,18.8,0
24000.0, 36 months,13.67,816.43,C,C4,3 years,RENT,90000.0,Fully Paid,debt_consolidation,MD,30.53,0
20050.0, 36 months,11.99,665.86,C,C1,1 year,MORTGAGE,57000.0,Fully Paid,debt_consolidation,AL,14.78,0
6000.0, 36 months,11.99,199.26,C,C1,,OWN,16000.0,Fully Paid,credit_card,KS,19.8,0
10000.0, 36 months,12.59,334.97,C,C2,10+ years,OWN,60000.0,Charged Off,debt_consolidation,FL,21.97,1
25200.0, 60 months,18.99,653.57,E,E3,< 1 year,MORTGAGE,60000.0,Charged Off,debt_consolidation,NC,28.22,1
33600.0, 36 months,11.99,1115.85,C,C1,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,OH,26.33,0
21000.0, 60 months,11.99,467.03,C,C1,10+ years,MORTGAGE,60000.0,Charged Off,credit_card,PA,13.75,1
20000.0, 36 months,6.24,610.62,A,A2,< 1 year,MORTGAGE,90000.0,Fully Paid,credit_card,GA,27.42,0
35000.0, 60 months,19.99,927.1,E,E4,10+ years,MORTGAGE,210000.0,Fully Paid,debt_consolidation,AR,12.44,0
10000.0, 36 months,9.17,318.79,B,B2,2 years,RENT,40000.0,Fully Paid,other,MA,32.13,0
35000.0, 36 months,9.17,1115.77,B,B2,10+ years,MORTGAGE,167000.0,Charged Off,credit_card,FL,14.04,1
30000.0, 60 months,12.59,676.32,C,C2,9 years,MORTGAGE,112000.0,Current,credit_card,MD,21.53,0
8500.0, 36 months,9.76,273.32,B,B3,8 years,MORTGAGE,38200.0,Fully Paid,debt_consolidation,SC,28.31,0
35000.0, 60 months,16.99,869.66,D,D3,10+ years,OWN,85000.0,Charged Off,debt_consolidation,NJ,29.35,1
15000.0, 60 months,15.41,360.09,D,D1,10+ years,MORTGAGE,67000.0,Fully Paid,debt_consolidation,MI,23.25,0
2000.0, 36 months,16.55,70.86,D,D2,2 years,RENT,35000.0,Fully Paid,debt_consolidation,FL,29.42,0
25000.0, 36 months,5.32,752.87,A,A1,10+ years,MORTGAGE,125000.0,Fully Paid,credit_card,IL,20.83,0
9700.0, 36 months,6.89,299.03,A,A3,5 years,RENT,35000.0,Fully Paid,credit_card,WA,21.36,0
1000.0, 36 months,13.18,33.79,C,C3,10+ years,OWN,50000.0,Fully Paid,home_improvement,UT,19.77,0
4800.0, 36 months,11.99,159.41,C,C1,10+ years,MORTGAGE,39745.28,Fully Paid,debt_consolidation,NC,13.13,0
6000.0, 36 months,10.64,195.42,B,B4,10+ years,MORTGAGE,78000.0,Fully Paid,credit_card,GA,33.97,0
35000.0, 36 months,13.18,1182.33,C,C3,,MORTGAGE,140000.0,Charged Off,credit_card,NY,8.52,1
12000.0, 60 months,18.49,307.93,E,E2,6 years,MORTGAGE,49000.0,Fully Paid,debt_consolidation,IL,30.27,0
7000.0, 36 months,8.38,220.59,B,B1,3 years,RENT,87500.0,Fully Paid,debt_consolidation,FL,12.31,0
12000.0, 36 months,6.24,366.37,A,A2,10+ years,OWN,140000.0,Fully Paid,home_improvement,SC,8.64,0
28000.0, 36 months,7.26,867.9,A,A4,5 years,MORTGAGE,130000.0,Charged Off,debt_consolidation,PA,17.25,1
4800.0, 36 months,11.99,159.41,C,C1,3 years,MORTGAGE,51000.0,Charged Off,credit_card,TX,15.88,1
15750.0, 60 months,21.99,434.91,F,F1,< 1 year,OWN,42000.0,Fully Paid,debt_consolidation,FL,30.03,0
25425.0, 60 months,16.99,631.75,D,D3,< 1 year,RENT,53000.0,Fully Paid,credit_card,NC,30.78,0
6000.0, 36 months,6.89,184.97,A,A3,5 years,RENT,80000.0,Fully Paid,credit_card,CA,2.02,0
30000.0, 60 months,9.17,625.23,B,B2,< 1 year,MORTGAGE,103000.0,Fully Paid,credit_card,GA,19.35,0
9000.0, 36 months,15.41,313.8,D,D1,,RENT,30000.0,Fully Paid,debt_consolidation,NY,16.06,0
4000.0, 36 months,10.64,130.28,B,B4,5 years,RENT,60000.0,Fully Paid,vacation,MI,21.84,0
5000.0, 36 months,10.64,162.85,B,B4,,MORTGAGE,25000.0,Fully Paid,debt_consolidation,GA,13.25,0
10000.0, 36 months,9.17,318.79,B,B2,10+ years,OWN,67500.0,Fully Paid,debt_consolidation,MD,26.1,0
5500.0, 36 months,7.26,170.48,A,A4,5 years,MORTGAGE,65000.0,Fully Paid,credit_card,MN,16.39,0
1000.0, 36 months,9.76,32.16,B,B3,10+ years,MORTGAGE,42000.0,Fully Paid,other,OH,21.34,0
10000.0, 36 months,7.26,309.97,A,A4,10+ years,RENT,97500.0,Fully Paid,debt_consolidation,WA,11.0,0
15000.0, 60 months,17.86,379.76,D,D5,10+ years,MORTGAGE,70000.0,Charged Off,major_purchase,VA,35.78,1
1600.0, 36 months,13.67,54.43,C,C4,10+ years,MORTGAGE,62000.0,Fully Paid,vacation,KY,18.91,0
11500.0, 36 months,10.64,374.54,B,B4,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,CA,15.87,0
10000.0, 36 months,11.22,328.43,B,B5,3 years,RENT,40000.0,Charged Off,debt_consolidation,CA,11.01,1
10000.0, 60 months,10.64,215.64,B,B4,10+ years,MORTGAGE,100000.0,Current,debt_consolidation,NY,20.47,0
28000.0, 60 months,16.99,695.73,D,D3,10+ years,MORTGAGE,115000.0,Current,debt_consolidation,GA,21.71,0
12000.0, 36 months,11.99,398.52,C,C1,5 years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,AZ,11.43,0
20825.0, 60 months,18.99,540.1,E,E3,10+ years,OWN,82000.0,Fully Paid,major_purchase,CA,30.56,0
20000.0, 36 months,9.76,643.1,B,B3,5 years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,OH,17.33,0
22200.0, 60 months,15.41,532.93,D,D1,5 years,RENT,88000.0,Current,debt_consolidation,TX,34.6,0
20000.0, 60 months,11.22,437.05,B,B5,8 years,MORTGAGE,176000.0,Charged Off,debt_consolidation,NE,10.38,1
16800.0, 60 months,11.99,373.63,C,C1,< 1 year,MORTGAGE,55000.0,Current,debt_consolidation,MN,15.06,0
7200.0, 36 months,8.38,226.89,B,B1,10+ years,RENT,106500.0,Fully Paid,debt_consolidation,NY,7.42,0
18150.0, 60 months,9.76,383.5,B,B3,2 years,MORTGAGE,63000.0,Fully Paid,debt_consolidation,GA,17.05,0
35000.0, 36 months,13.18,1182.33,C,C3,1 year,MORTGAGE,180000.0,Fully Paid,debt_consolidation,MD,8.57,0
14475.0, 36 months,13.18,488.98,C,C3,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,TX,15.39,0
30000.0, 60 months,13.67,692.93,C,C4,10+ years,MORTGAGE,85000.0,Current,credit_card,NJ,29.17,0
35000.0, 36 months,18.49,1273.96,E,E2,10+ years,OWN,100000.0,Fully Paid,debt_consolidation,NY,29.97,0
1000.0, 36 months,13.67,34.02,C,C4,10+ years,OWN,85444.0,Fully Paid,medical,NC,20.51,0
7800.0, 36 months,7.26,241.77,A,A4,4 years,MORTGAGE,31000.0,Fully Paid,debt_consolidation,CO,9.79,0
16000.0, 60 months,17.57,402.57,D,D4,8 years,MORTGAGE,100500.0,Charged Off,debt_consolidation,CO,15.46,1
12000.0, 36 months,8.38,378.15,B,B1,8 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,NC,16.01,0
7650.0, 36 months,11.22,251.25,B,B5,10+ years,MORTGAGE,41000.0,Fully Paid,debt_consolidation,SC,28.78,0
9325.0, 36 months,14.48,320.89,C,C5,3 years,RENT,70000.0,Fully Paid,house,TX,7.42,0
12000.0, 36 months,9.17,382.55,B,B2,2 years,RENT,40000.0,Fully Paid,credit_card,MD,15.93,0
30000.0, 60 months,19.99,794.65,E,E4,10+ years,RENT,75000.0,Fully Paid,debt_consolidation,TX,21.49,0
14400.0, 36 months,12.59,482.36,C,C2,10+ years,RENT,90000.0,Fully Paid,debt_consolidation,VA,13.25,0
3200.0, 36 months,11.99,106.28,C,C1,7 years,RENT,84000.0,Fully Paid,medical,TX,20.47,0
7200.0, 36 months,13.18,243.23,C,C3,4 years,RENT,77000.0,Charged Off,medical,MA,20.4,1
35000.0, 36 months,9.76,1125.42,B,B3,10+ years,MORTGAGE,400000.0,Fully Paid,debt_consolidation,TX,5.47,0
13400.0, 36 months,14.48,461.12,C,C5,< 1 year,MORTGAGE,64000.0,Fully Paid,debt_consolidation,TN,7.58,0
8000.0, 36 months,13.67,272.15,C,C4,1 year,RENT,41500.0,Fully Paid,credit_card,WA,11.65,0
11200.0, 36 months,13.18,378.35,C,C3,10+ years,OWN,28000.0,Charged Off,debt_consolidation,SC,21.22,1
10000.0, 36 months,10.64,325.69,B,B4,2 years,MORTGAGE,107000.0,Fully Paid,debt_consolidation,CA,32.44,0
12000.0, 36 months,10.64,390.83,B,B4,10+ years,MORTGAGE,85000.0,Fully Paid,credit_card,NY,22.66,0
3000.0, 36 months,10.64,97.71,B,B4,10+ years,MORTGAGE,98000.0,Charged Off,vacation,CA,7.83,1
12500.0, 36 months,9.17,398.49,B,B2,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,NC,13.14,0
10000.0, 36 months,6.24,305.31,A,A2,10+ years,MORTGAGE,60000.0,Fully Paid,credit_card,MI,26.46,0
30000.0, 36 months,15.41,1046.0,D,D1,10+ years,RENT,80000.0,Fully Paid,debt_consolidation,GA,5.95,0
16200.0, 60 months,16.99,402.53,D,D3,10+ years,MORTGAGE,60770.0,Fully Paid,credit_card,TX,38.57,0
30000.0, 36 months,11.22,985.29,B,B5,< 1 year,OWN,90000.0,Fully Paid,home_improvement,FL,0.0,0
8975.0, 36 months,16.99,319.94,D,D3,2 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,FL,23.4,0
18000.0, 60 months,17.57,452.89,D,D4,10+ years,MORTGAGE,80000.0,Fully Paid,car,TX,25.88,0
12000.0, 60 months,17.86,303.81,D,D5,10+ years,MORTGAGE,85000.0,Fully Paid,car,MD,25.86,0
16000.0, 60 months,11.22,349.64,B,B5,10+ years,MORTGAGE,55000.0,Current,credit_card,FL,21.75,0
35000.0, 60 months,18.99,907.73,E,E3,2 years,MORTGAGE,118000.0,Fully Paid,home_improvement,TX,7.13,0
12000.0, 36 months,11.99,398.52,C,C1,10+ years,RENT,50000.0,Charged Off,debt_consolidation,FL,18.96,1
8000.0, 36 months,11.99,265.68,C,C1,2 years,RENT,40000.0,Fully Paid,credit_card,FL,21.15,0
16500.0, 60 months,13.18,376.95,C,C3,9 years,MORTGAGE,40000.0,Current,credit_card,UT,18.66,0
22000.0, 60 months,18.49,564.54,E,E2,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,GA,17.88,0
20000.0, 36 months,8.38,630.24,B,B1,10+ years,MORTGAGE,77556.0,Fully Paid,debt_consolidation,GA,2.57,0
18700.0, 60 months,23.99,537.86,F,F3,10+ years,OWN,52000.0,Current,debt_consolidation,TN,24.83,0
35000.0, 36 months,13.18,1182.33,C,C3,9 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,CA,11.65,0
12000.0, 36 months,5.32,361.38,A,A1,,RENT,65000.0,Fully Paid,car,CA,10.21,0
28800.0, 60 months,20.99,778.98,E,E5,7 years,RENT,60000.0,Charged Off,credit_card,AR,23.97,1
12175.0, 36 months,14.48,418.96,C,C5,4 years,MORTGAGE,29000.0,Fully Paid,debt_consolidation,CO,10.97,0
16000.0, 36 months,6.89,493.23,A,A3,6 years,MORTGAGE,65000.0,Charged Off,credit_card,FL,30.02,1
30000.0, 60 months,13.18,685.36,C,C3,2 years,MORTGAGE,97500.0,Fully Paid,debt_consolidation,WA,23.89,0
7500.0, 36 months,10.64,244.27,B,B4,10+ years,OWN,60000.0,Fully Paid,home_improvement,MD,2.54,0
28000.0, 60 months,9.76,591.62,B,B3,10+ years,MORTGAGE,109000.0,Current,debt_consolidation,MD,11.74,0
7000.0, 36 months,6.24,213.72,A,A2,10+ years,MORTGAGE,35000.0,Fully Paid,credit_card,NV,12.24,0
22450.0, 36 months,11.99,745.56,C,C1,10+ years,OWN,85000.0,Fully Paid,debt_consolidation,CA,17.6,0
4800.0, 36 months,15.41,167.36,D,D1,5 years,RENT,29000.0,Charged Off,medical,IN,20.94,1
3600.0, 36 months,11.22,118.24,B,B5,8 years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,TX,38.29,0
5000.0, 36 months,9.76,160.78,B,B3,5 years,RENT,45000.0,Current,debt_consolidation,TX,12.48,0
28000.0, 36 months,7.26,867.9,A,A4,4 years,RENT,200000.0,Fully Paid,debt_consolidation,NY,6.57,0
7350.0, 36 months,15.41,256.27,D,D1,9 years,MORTGAGE,75000.0,Charged Off,debt_consolidation,KY,9.79,1
32500.0, 60 months,17.86,822.82,D,D5,< 1 year,RENT,65000.0,Current,credit_card,CA,22.82,0
15000.0, 36 months,10.64,488.53,B,B4,,MORTGAGE,56000.0,Fully Paid,debt_consolidation,OH,33.6,0
16800.0, 36 months,5.32,505.93,A,A1,2 years,RENT,135000.0,Fully Paid,car,MI,20.74,0
15000.0, 36 months,11.99,498.15,C,C1,2 years,RENT,50000.0,Fully Paid,credit_card,NY,8.92,0
25000.0, 60 months,18.49,641.52,E,E2,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,NV,17.39,0
7500.0, 36 months,8.38,236.34,B,B1,8 years,RENT,25000.0,Charged Off,debt_consolidation,VT,3.93,1
12000.0, 60 months,11.22,262.23,B,B5,< 1 year,MORTGAGE,77730.0,Current,debt_consolidation,NV,14.11,0
17675.0, 36 months,18.2,640.77,E,E1,1 year,MORTGAGE,52000.0,Fully Paid,debt_consolidation,MI,19.92,0
20000.0, 36 months,12.59,669.94,C,C2,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,CA,12.7,0
25000.0, 60 months,11.22,546.31,B,B5,2 years,RENT,100000.0,Fully Paid,debt_consolidation,OR,11.81,0
16000.0, 60 months,12.59,360.7,C,C2,10+ years,RENT,55000.0,Current,debt_consolidation,CA,14.27,0
8625.0, 36 months,7.89,269.84,A,A5,4 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,OK,28.62,0
12475.0, 60 months,15.41,299.48,D,D1,10+ years,RENT,51000.0,Current,debt_consolidation,TX,26.56,0
25000.0, 60 months,14.48,587.95,C,C5,3 years,RENT,105000.0,Charged Off,debt_consolidation,TX,14.71,1
